100  3.260000  0.118407
1000  3.102000  0.039593
10000  3.152200  0.010607
100000  3.140880  0.000713
1000000  3.141248  0.000345
10000000  3.142117  0.000525
100000000  3.141492  0.000100
1000000000  3.141582  0.000011
10000000000  3.141604  0.000011
