1 23.232
2 8.399389
3 4.969172
4 4.652379
5 2.84437
6 2.64033
7 2.725239
8 2.758706
9 2.7326
10 2.820054
11 2.655317
12 3.007039
13 2.961077
14 2.80015
15 2.816742
16 2.891861
