24  6300000  123.596547  63.16
38  6300000  123.525702  126.33
45  6300000  123.623780  188.95
26  6300000  123.620730  252.27
29  6300000  123.582415  314.91
20  6300000  123.556166  377.66
35  6300000  123.510040  443.26
43  6300000  123.526516  507.56
31  6300000  123.487993  572.36
52  6300000  123.550964  637.89
14  6300000  123.572241  702.14
34  6300000  123.531849  765.90
0  6300000  123.665329  829.00
42  6300000  123.564349  892.62
23  6300000  123.577810  956.72
28  6300000  123.635699  1019.73
44  6300000  123.538866  1082.79
57  6300000  123.601039  1146.21
21  6300000  123.641587  1209.45
41  6300000  123.492258  1272.55
17  6300000  123.609979  1335.67
11  6300000  123.556662  1400.08
54  6300000  123.645619  1463.54
16  6300000  123.695902  1527.18
47  6300000  123.564925  1590.88
50  6300000  123.616866  1654.23
12  6300000  123.563839  1717.38
13  6300000  123.575833  1783.34
33  6300000  123.436280  1846.67
37  6300000  123.580873  1909.55
39  6300000  123.520393  1972.54
10  6300000  123.538020  2035.44
48  6300000  123.535419  2098.78
30  6300000  123.415171  2161.68
40  6300000  123.654551  2224.94
9  6300000  123.666880  2288.20
49  6300000  123.563137  2352.83
25  6300000  123.619547  2416.34
51  6300000  123.498315  2480.42
27  6300000  123.568644  2543.67
19  6300000  123.655916  2606.64
15  6300000  123.385582  2669.66
22  6300000  123.584468  2733.87
18  6300000  123.480404  2796.78
8  6300000  123.573503  2860.69
46  6300000  123.676013  2923.92
36  6300000  123.474717  2986.85
32  6300000  123.509342  3050.94
53  6300000  123.496986  3115.15
59  6300000  123.602713  3178.24
4  6300000  123.574831  3241.17
58  6300000  123.504411  3304.27
3  6300000  123.612715  3367.41
61  6300000  123.461117  3430.59
6  6300000  123.632651  3493.22
1  6300000  123.612928  3558.85
55  6300000  123.655847  3622.48
56  6300000  123.508175  3687.20
2  6300000  123.589385  3750.27
5  6300000  123.510701  3813.95
60  6300000  123.665616  3877.38
62  6300000  123.552592  3940.57
7  6300000  123.518956  4003.64
