61  4  0.8  0.01
49  4  57.4  0.01
33  4  105.6  0.01
58  4  327.5  0.01
21  4  89.6  0.01
39  4  83.0  0.01
16  4  243.4  0.01
44  4  63.3  0.01
40  4  199.3  0.01
2  4  128.6  0.01
23  4  42.5  0.01
14  4  33.2  0.01
52  4  204.1  0.01
3  4  9.5  0.01
10  4  126.6  0.01
26  4  107.2  0.01
8  4  202.4  0.01
46  4  263.6  0.01
31  4  224.0  0.01
0  4  153.5  0.01
19  4  8.4  0.01
29  4  66.9  0.01
37  4  137.2  0.01
50  4  309.9  0.01
12  4  44.2  0.01
41  4  84.9  0.01
30  4  103.1  0.01
63  4  165.8  0.01
28  4  239.2  0.01
35  4  84.7  0.01
43  4  9.3  0.01
34  4  118.7  0.01
20  4  132.6  0.01
36  4  153.4  0.01
54  4  88.6  0.01
48  4  206.1  0.01
51  4  57.5  0.01
27  4  0.3  0.01
59  4  176.6  0.01
17  4  109.6  0.01
9  4  70.8  0.01
6  4  85.6  0.01
11  4  35.7  0.01
18  4  69.5  0.01
32  4  185.7  0.01
22  4  61.5  0.01
38  4  190.7  0.01
7  4  137.6  0.01
45  4  6.1  0.01
4  4  127.4  0.01
42  4  12.4  0.01
57  4  73.2  0.01
53  4  228.1  0.01
62  4  150.1  0.01
25  4  131.7  0.01
13  4  154.7  0.01
56  4  109.7  0.01
15  4  33.3  0.02
60  4  35.1  0.02
47  4  166.3  0.02
24  4  97.1  0.02
5  4  134.5  0.02
55  4  112.8  0.02
1  4  159.8  0.02
28  16  63.3  0.01
2  16  147.3  0.01
46  16  132.9  0.01
27  16  111.8  0.01
3  16  210.9  0.01
43  16  130.6  0.01
59  16  99.5  0.01
29  16  113.0  0.01
4  16  145.2  0.01
37  16  86.0  0.01
22  16  65.4  0.01
35  16  143.9  0.01
12  16  54.8  0.01
42  16  166.2  0.01
6  16  86.1  0.01
62  16  126.1  0.01
15  16  128.6  0.01
19  16  183.8  0.01
41  16  116.8  0.01
57  16  128.8  0.01
24  16  233.1  0.01
40  16  98.2  0.01
18  16  141.2  0.01
0  16  98.6  0.01
14  16  171.2  0.01
55  16  134.5  0.01
50  16  153.7  0.01
20  16  197.1  0.01
33  16  118.9  0.01
34  16  134.2  0.02
48  16  82.5  0.02
39  16  143.3  0.02
31  16  76.8  0.02
51  16  56.4  0.02
10  16  223.9  0.02
45  16  159.2  0.02
61  16  65.9  0.02
44  16  80.7  0.02
32  16  76.6  0.02
8  16  125.9  0.02
58  16  152.7  0.02
53  16  95.8  0.02
25  16  180.8  0.02
21  16  96.7  0.02
38  16  93.7  0.02
56  16  91.4  0.02
17  16  64.9  0.02
54  16  158.8  0.02
5  16  187.9  0.02
49  16  61.5  0.02
9  16  123.5  0.02
30  16  76.3  0.02
13  16  69.5  0.02
60  16  140.8  0.02
1  16  74.5  0.02
16  16  101.6  0.02
47  16  78.0  0.02
23  16  190.5  0.02
36  16  116.7  0.02
26  16  89.0  0.02
63  16  202.3  0.02
11  16  140.4  0.02
7  16  46.0  0.02
52  16  74.3  0.02
26  64  113.8  0.01
48  64  138.5  0.01
22  64  110.1  0.01
40  64  108.3  0.01
28  64  139.5  0.01
37  64  142.8  0.01
50  64  164.1  0.01
54  64  119.7  0.01
18  64  129.1  0.01
16  64  87.2  0.02
58  64  131.5  0.02
47  64  102.2  0.02
23  64  112.3  0.02
49  64  96.6  0.02
10  64  118.5  0.02
42  64  115.8  0.02
29  64  109.9  0.02
12  64  94.1  0.02
11  64  113.7  0.02
14  64  112.5  0.02
43  64  105.9  0.02
52  64  92.0  0.02
17  64  134.1  0.03
51  64  86.8  0.03
9  64  104.0  0.03
34  64  123.2  0.03
31  64  151.7  0.03
19  64  136.8  0.03
2  64  92.3  0.03
53  64  141.4  0.03
30  64  94.3  0.03
56  64  109.4  0.03
13  64  94.2  0.03
63  64  127.0  0.03
59  64  123.2  0.04
1  64  163.0  0.04
15  64  96.7  0.04
55  64  144.1  0.04
44  64  109.0  0.04
25  64  144.9  0.04
39  64  102.2  0.04
38  64  122.8  0.04
6  64  83.3  0.04
21  64  128.5  0.04
27  64  161.0  0.04
20  64  146.5  0.04
33  64  142.7  0.05
36  64  132.9  0.05
57  64  134.0  0.05
35  64  148.7  0.05
32  64  94.2  0.05
24  64  121.5  0.05
7  64  165.6  0.05
5  64  150.7  0.05
62  64  126.5  0.05
3  64  83.6  0.05
60  64  108.6  0.05
45  64  115.1  0.05
61  64  104.8  0.05
0  64  137.9  0.06
8  64  93.9  0.06
46  64  91.6  0.06
41  64  127.1  0.06
4  64  123.6  0.06
24  256  117.7  0.01
23  256  141.5  0.01
21  256  112.5  0.02
55  256  110.8  0.02
10  256  107.5  0.02
44  256  104.7  0.02
18  256  128.9  0.03
61  256  109.4  0.03
52  256  126.9  0.03
42  256  123.7  0.04
36  256  109.2  0.04
16  256  145.8  0.04
31  256  124.6  0.04
8  256  131.6  0.05
50  256  116.6  0.05
7  256  109.1  0.05
32  256  137.8  0.05
48  256  110.7  0.06
14  256  124.5  0.06
11  256  108.2  0.06
38  256  126.2  0.07
19  256  145.3  0.07
53  256  117.7  0.07
30  256  135.2  0.07
34  256  127.1  0.08
41  256  118.9  0.08
13  256  131.6  0.08
29  256  92.4  0.09
39  256  125.5  0.09
47  256  127.6  0.09
54  256  108.6  0.09
26  256  128.2  0.10
56  256  121.6  0.10
22  256  112.4  0.10
33  256  118.2  0.11
45  256  114.0  0.11
25  256  137.9  0.11
0  256  116.1  0.11
63  256  109.5  0.12
6  256  124.1  0.12
58  256  109.0  0.12
2  256  116.8  0.13
4  256  109.6  0.13
60  256  118.1  0.13
27  256  123.7  0.14
62  256  126.5  0.14
5  256  127.4  0.14
49  256  131.5  0.15
28  256  103.8  0.15
9  256  119.6  0.15
51  256  92.9  0.16
17  256  112.3  0.16
15  256  130.0  0.16
12  256  115.8  0.16
