46  256  108.5  0.17
37  256  117.1  0.17
3  256  128.8  0.17
59  256  109.1  0.18
1  256  129.5  0.18
35  256  135.4  0.18
57  256  139.5  0.19
20  256  112.3  0.19
43  256  113.0  0.19
40  256  124.5  0.20
21  1024  125.1  0.02
8  1024  122.3  0.03
36  1024  121.6  0.04
27  1024  123.0  0.05
41  1024  134.4  0.06
17  1024  121.6  0.07
43  1024  121.6  0.08
28  1024  123.1  0.09
10  1024  118.5  0.11
15  1024  122.0  0.12
7  1024  125.8  0.13
46  1024  125.9  0.14
53  1024  119.9  0.15
32  1024  140.4  0.16
19  1024  130.8  0.17
12  1024  121.6  0.18
48  1024  113.6  0.19
47  1024  118.7  0.20
26  1024  133.4  0.21
24  1024  122.5  0.23
20  1024  120.4  0.24
50  1024  114.9  0.25
55  1024  123.1  0.26
11  1024  116.4  0.27
25  1024  130.9  0.28
49  1024  125.0  0.29
13  1024  124.2  0.30
14  1024  117.2  0.31
34  1024  121.9  0.32
31  1024  126.3  0.33
39  1024  113.9  0.34
38  1024  130.0  0.36
63  1024  117.5  0.37
29  1024  118.6  0.38
33  1024  122.9  0.39
0  1024  119.3  0.40
9  1024  124.3  0.41
56  1024  127.0  0.42
22  1024  127.9  0.43
30  1024  122.4  0.44
35  1024  125.1  0.45
45  1024  125.9  0.46
61  1024  113.9  0.47
5  1024  123.3  0.49
4  1024  126.2  0.50
40  1024  122.9  0.51
2  1024  116.1  0.52
59  1024  117.5  0.53
60  1024  119.2  0.54
3  1024  117.1  0.55
42  1024  118.9  0.57
23  1024  119.0  0.58
44  1024  128.4  0.59
16  1024  124.0  0.60
52  1024  122.7  0.61
58  1024  123.3  0.62
37  1024  118.4  0.63
51  1024  140.4  0.64
57  1024  130.5  0.65
1  1024  119.9  0.66
18  1024  123.0  0.67
54  1024  122.1  0.69
62  1024  129.6  0.70
6  1024  117.6  0.71
38  4096  123.0  0.05
51  4096  125.2  0.09
33  4096  123.0  0.13
21  4096  128.2  0.17
56  4096  122.1  0.21
49  4096  118.7  0.26
23  4096  124.3  0.30
14  4096  123.0  0.34
37  4096  119.6  0.38
7  4096  125.4  0.42
18  4096  122.0  0.46
53  4096  120.7  0.50
36  4096  118.6  0.55
45  4096  124.6  0.59
10  4096  127.3  0.63
43  4096  123.1  0.67
8  4096  123.8  0.71
47  4096  121.8  0.75
12  4096  123.0  0.79
32  4096  120.6  0.84
34  4096  122.9  0.88
48  4096  121.8  0.92
17  4096  121.7  0.97
29  4096  123.9  1.01
40  4096  123.0  1.06
52  4096  119.7  1.10
46  4096  127.7  1.15
11  4096  121.2  1.19
35  4096  118.6  1.24
13  4096  124.2  1.28
27  4096  125.8  1.33
22  4096  122.4  1.37
63  4096  126.4  1.41
30  4096  121.7  1.46
16  4096  125.6  1.50
26  4096  123.5  1.54
0  4096  122.8  1.59
19  4096  124.2  1.63
31  4096  124.8  1.67
15  4096  121.0  1.71
50  4096  126.3  1.75
41  4096  121.0  1.79
20  4096  121.0  1.84
54  4096  125.1  1.88
55  4096  123.5  1.92
44  4096  118.9  1.97
9  4096  125.5  2.01
28  4096  128.0  2.06
24  4096  116.9  2.10
25  4096  123.8  2.15
42  4096  124.1  2.19
4  4096  126.7  2.24
39  4096  123.6  2.28
1  4096  121.9  2.33
57  4096  120.4  2.37
59  4096  122.4  2.42
3  4096  127.1  2.46
5  4096  124.2  2.51
61  4096  127.8  2.55
58  4096  120.5  2.59
2  4096  123.6  2.63
60  4096  123.4  2.67
6  4096  123.1  2.71
62  4096  125.2  2.76
10  16384  123.6  0.18
25  16384  123.3  0.36
44  16384  123.2  0.53
46  16384  122.7  0.71
11  16384  123.5  0.88
26  16384  126.5  1.04
12  16384  123.3  1.22
17  16384  123.9  1.40
51  16384  125.4  1.58
31  16384  122.8  1.75
42  16384  124.0  1.91
8  16384  123.6  2.07
55  16384  121.3  2.25
21  16384  121.8  2.43
45  16384  122.8  2.61
13  16384  123.0  2.78
52  16384  123.3  2.95
18  16384  124.4  3.12
53  16384  123.1  3.30
19  16384  124.7  3.47
32  16384  124.0  3.65
0  16384  123.9  3.82
27  16384  121.6  3.99
34  16384  122.4  4.15
29  16384  122.4  4.32
24  16384  125.8  4.49
9  16384  124.5  4.66
33  16384  124.7  4.82
47  16384  123.8  4.99
43  16384  124.0  5.16
28  16384  124.4  5.33
36  16384  123.6  5.50
41  16384  122.5  5.66
30  16384  124.6  5.83
49  16384  122.6  5.99
35  16384  120.8  6.16
37  16384  122.7  6.34
15  16384  124.6  6.51
54  16384  122.9  6.68
20  16384  121.1  6.84
23  16384  122.6  7.01
16  16384  124.8  7.18
50  16384  123.1  7.35
22  16384  123.8  7.52
57  16384  124.5  7.68
14  16384  122.7  7.85
48  16384  122.8  8.01
40  16384  123.6  8.18
4  16384  127.0  8.35
39  16384  124.8  8.51
61  16384  123.3  8.67
5  16384  122.4  8.84
59  16384  126.1  9.00
3  16384  122.5  9.17
7  16384  121.4  9.34
63  16384  123.6  9.50
38  16384  122.2  9.66
56  16384  122.8  9.83
1  16384  125.2  10.00
6  16384  122.8  10.16
62  16384  122.4  10.33
60  16384  122.0  10.50
58  16384  124.5  10.66
2  16384  120.8  10.83
54  65536  123.7  0.67
32  65536  124.2  1.32
43  65536  123.4  1.98
15  65536  123.9  2.63
48  65536  123.5  3.29
10  65536  124.6  3.95
44  65536  124.3  4.60
59  65536  122.7  5.25
33  65536  123.6  5.91
37  65536  123.2  6.57
61  65536  122.8  7.22
0  65536  123.5  7.88
34  65536  123.2  8.54
42  65536  123.5  9.19
17  65536  122.8  9.85
45  65536  124.3  10.51
39  65536  124.8  11.17
25  65536  123.0  11.83
20  65536  123.7  12.49
38  65536  122.4  13.15
47  65536  123.9  13.81
9  65536  124.5  14.47
40  65536  124.1  15.13
23  65536  123.6  15.80
19  65536  123.2  16.46
14  65536  123.0  17.12
58  65536  123.4  17.77
22  65536  124.4  18.43
52  65536  122.7  19.08
13  65536  123.2  19.75
31  65536  123.7  20.41
35  65536  123.3  21.07
46  65536  123.2  21.73
36  65536  123.6  22.38
60  65536  121.9  23.04
16  65536  122.3  23.70
30  65536  123.3  24.36
50  65536  124.5  25.01
24  65536  123.6  25.68
11  65536  123.2  26.33
49  65536  123.9  26.99
26  65536  124.0  27.65
21  65536  123.3  28.30
18  65536  123.4  28.96
12  65536  124.3  29.63
28  65536  123.1  30.28
27  65536  124.3  30.94
29  65536  123.4  31.60
41  65536  123.7  32.25
51  65536  122.2  32.91
1  65536  123.7  33.58
55  65536  122.8  34.23
4  65536  123.6  34.89
7  65536  122.0  35.54
62  65536  123.4  36.19
8  65536  123.4  36.86
63  65536  123.8  37.51
56  65536  123.1  38.18
5  65536  123.6  38.84
57  65536  123.5  39.49
6  65536  124.0  40.14
3  65536  123.4  40.79
53  65536  123.4  41.44
2  65536  122.9  42.10
40  262144  123.3  2.62
37  262144  123.7  5.26
17  262144  123.8  7.90
10  262144  123.2  10.54
47  262144  123.7  13.18
51  262144  123.4  15.80
14  262144  122.9  18.42
42  262144  123.5  21.03
18  262144  123.9  23.64
55  262144  124.4  26.25
30  262144  123.2  28.87
50  262144  123.5  31.48
13  262144  123.6  34.14
20  262144  124.0  36.74
49  262144  123.7  39.37
12  262144  123.8  42.01
32  262144  123.5  44.67
26  262144  123.9  47.42
15  262144  123.2  50.15
45  262144  123.1  52.82
38  262144  123.4  55.46
41  262144  123.3  58.10
25  262144  123.4  60.72
36  262144  123.6  63.35
33  262144  123.3  65.98
23  262144  124.1  68.61
27  262144  123.6  71.23
21  262144  124.1  73.89
19  262144  123.3  76.53
28  262144  123.9  79.16
52  262144  123.5  81.78
39  262144  123.7  84.47
46  262144  123.5  87.21
9  262144  123.4  89.86
29  262144  123.6  92.48
44  262144  124.2  95.14
0  262144  123.7  97.79
22  262144  123.7  100.41
16  262144  123.9  103.03
53  262144  123.6  105.65
34  262144  123.7  108.27
31  262144  123.9  110.88
48  262144  124.1  113.50
24  262144  123.4  116.11
11  262144  123.6  118.75
54  262144  123.9  121.45
35  262144  123.3  124.10
43  262144  124.2  126.70
59  262144  123.5  129.33
4  262144  123.4  131.97
57  262144  123.8  134.60
2  262144  123.5  137.28
61  262144  123.6  139.91
6  262144  123.6  142.51
60  262144  123.0  145.14
5  262144  123.7  147.89
58  262144  123.6  150.62
3  262144  123.3  153.29
56  262144  123.5  155.92
1  262144  123.4  158.56
7  262144  123.0  161.19
62  262144  124.4  163.84
8  262144  123.0  166.53
63  262144  122.9  169.16
17  1048576  123.5  10.60
15  1048576  123.4  21.13
25  1048576  123.4  31.68
11  1048576  123.7  42.19
51  1048576  123.6  52.90
14  1048576  123.4  63.40
47  1048576  123.6  74.06
10  1048576  123.7  84.81
48  1048576  123.7  95.47
32  1048576  124.1  106.02
46  1048576  123.3  116.64
38  1048576  123.6  127.29
50  1048576  123.7  137.94
23  1048576  123.3  148.80
13  1048576  123.4  159.95
45  1048576  123.5  170.96
21  1048576  123.5  181.62
27  1048576  123.8  192.20
24  1048576  123.6  202.72
30  1048576  123.5  213.32
34  1048576  123.3  223.84
37  1048576  123.6  234.59
0  1048576  123.5  245.26
22  1048576  123.8  255.94
20  1048576  123.7  266.52
31  1048576  123.5  277.10
12  1048576  123.6  287.89
18  1048576  123.5  298.48
49  1048576  123.6  309.16
43  1048576  123.5  319.83
29  1048576  123.5  330.42
52  1048576  123.5  341.05
26  1048576  123.5  351.65
41  1048576  123.6  362.21
40  1048576  123.5  372.78
19  1048576  123.7  383.59
54  1048576  123.6  394.23
39  1048576  123.7  404.99
53  1048576  123.5  415.63
33  1048576  123.9  426.23
44  1048576  123.5  436.83
16  1048576  123.8  447.40
28  1048576  123.4  457.91
35  1048576  123.7  468.44
36  1048576  123.8  479.25
42  1048576  123.8  489.90
57  1048576  123.3  500.55
3  1048576  123.3  511.10
9  1048576  123.5  521.65
63  1048576  123.6  532.31
56  1048576  123.4  542.93
2  1048576  124.2  553.74
60  1048576  123.7  564.36
6  1048576  123.9  575.16
4  1048576  123.3  586.30
58  1048576  123.8  597.00
61  1048576  123.8  607.60
7  1048576  123.8  618.11
8  1048576  123.5  628.66
62  1048576  123.4  639.30
55  1048576  123.5  649.99
1  1048576  123.6  660.53
59  1048576  123.5  671.18
5  1048576  123.7  682.08
