58  1000000  123.647265  474.48
23  1000000  123.677251  475.13
14  1000000  123.196727  476.13
32  1000000  123.454368  476.15
17  1000000  123.585760  476.19
51  1000000  123.472138  476.27
11  1000000  123.705712  476.46
5  1000000  123.412245  476.60
9  1000000  123.735517  476.62
1  1000000  123.668299  476.66
8  1000000  123.679942  476.77
56  1000000  123.661452  476.90
22  1000000  123.800930  477.01
50  1000000  123.426846  477.01
15  1000000  123.404366  477.30
33  1000000  123.635501  477.31
6  1000000  123.429726  477.31
4  1000000  123.575757  477.34
19  1000000  123.780271  477.37
49  1000000  123.418085  477.37
16  1000000  123.752368  477.43
47  1000000  123.397872  477.53
45  1000000  123.744497  477.53
25  1000000  123.573010  477.56
35  1000000  123.762582  477.62
52  1000000  123.366215  477.66
41  1000000  123.511628  477.70
46  1000000  123.567209  477.79
20  1000000  123.291597  477.85
53  1000000  123.653124  477.85
42  1000000  123.598648  477.87
13  1000000  123.402052  477.87
40  1000000  123.290252  477.90
34  1000000  123.598778  477.90
62  1000000  123.449305  477.91
31  1000000  123.493570  477.92
10  1000000  123.855385  477.96
28  1000000  123.644053  477.97
2  1000000  123.686133  477.98
59  1000000  123.774874  478.00
37  1000000  123.666737  478.01
55  1000000  123.635739  478.02
18  1000000  123.921626  478.03
36  1000000  123.461803  478.05
44  1000000  123.501179  478.06
60  1000000  123.444674  478.07
21  1000000  123.553508  478.08
54  1000000  123.412634  478.11
27  1000000  123.605429  478.14
0  1000000  123.408253  478.15
30  1000000  123.573675  478.16
57  1000000  123.852485  478.17
38  1000000  123.633445  478.29
43  1000000  123.616644  478.29
24  1000000  123.821816  478.29
26  1000000  124.071996  478.34
29  1000000  123.657979  478.34
3  1000000  123.518695  478.38
12  1000000  123.968200  478.38
61  1000000  123.417868  478.39
39  1000000  123.673690  478.39
48  1000000  123.335704  478.41
7  1000000  123.617708  478.49
